web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-3616,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on August 10, 2018",5.0 out of 5 stars,null,Love
1587555567-1006,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Really nice sneakers,"Reviewed in the United States on March 3, 2020",5.0 out of 5 stars,Verified Purchase,Fits prefect
1587555567-2686,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on January 6, 2020",5.0 out of 5 stars,Verified Purchase,Very lightweight and comfortable.
1587555567-2907,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love the comfort and fit,"Reviewed in the United States on November 5, 2019",5.0 out of 5 stars,Verified Purchase,Comfort
1587555567-3102,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,The best,"Reviewed in the United States on January 12, 2020",4.0 out of 5 stars,Verified Purchase,Liked it
1587555567-2366,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great,"Reviewed in the United States on May 30, 2019",5.0 out of 5 stars,Verified Purchase,Great & so comfortable
1587555567-1465,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on November 9, 2018",4.0 out of 5 stars,Verified Purchase,"Great pair of shoes! Needed a new pair that would hold up during a day at Epcot. I saw these and kept them in mind. By fortune the shoes were at a store I was in, so I tried them on. Good thing I did because I ended up getting them a half size smaller when I later ordered them on Amazon. Very comfortable and nice to look at. Never once did they hurt my feet."
1587555567-2082,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best shoe ever!,"Reviewed in the United States on November 2, 2019",5.0 out of 5 stars,Verified Purchase,I will always buy Adidas. They are by far my favorite brand of running shoe. Super comfy and my feet don’t hurt after standing/walking all day at work.
1587555567-1789,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Highly recommend,"Reviewed in the United States on January 23, 2020",5.0 out of 5 stars,Verified Purchase,These are the most comfortable sneakers I have ever worn! I have bad feet and these are like a dream! I highly recommend these!
1587555567-486,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe!,"Reviewed in the United States on July 19, 2019",5.0 out of 5 stars,Verified Purchase,"Love these!!! Was looking for a cute ""walking around"" tennis shoe and these fit the bill. They fit TTS and are so dang comfy. The only thing now is.. I need new white socks"
1587555567-164,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,If the shoe fits,"Reviewed in the United States on October 23, 2018",4.0 out of 5 stars,Verified Purchase,"Runs normal size for adidas which typically run larger than most tennis shoes. I wear a 6.5 in nikes but a 6 in adidas.

Super cute and light weight.

The only issue I have with mine is the tongue of the shoe is fake and can’t be adjusted so it can start to dig into your sheens."
1587555567-3309,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Would def buy again,"Reviewed in the United States on July 9, 2019",5.0 out of 5 stars,Verified Purchase,Great shoes very comfortable
1587555567-243,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,They feel wonderful!,"Reviewed in the United States on February 4, 2020",5.0 out of 5 stars,Verified Purchase,I have been looking at these for a while and finally got them.  So glad that I did.  They are super comfortable and fit wonderfully.  Adidas are one of my favorite running shoes and I am so thankful to have found these.
1587555567-2449,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super comfortable!!,"Reviewed in the United States on January 23, 2020",5.0 out of 5 stars,Verified Purchase,Definitely buy if you need a cute pair of everyday sneakers! I can walk in them for hours and my feet never hurt!
1587555567-603,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Halfsize big,"Reviewed in the United States on July 2, 2018",5.0 out of 5 stars,Verified Purchase,Love these shoes! I’m a daycare teacher and I spend a lot of time on my feet. They are very comfy and run about a half size big.
1587555567-1959,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on December 10, 2019",5.0 out of 5 stars,Verified Purchase,This is my 2nd pair. Same color too! I love these sneakers. Almost feel bare footed because they are so light weight.
1587555567-1701,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on July 15, 2019",4.0 out of 5 stars,Verified Purchase,"Inexpensive.  Can be used for walking, running."
1587555567-2080,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nurse who walks,"Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,Looooove them
1587555567-717,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe!,"Reviewed in the United States on August 24, 2019",5.0 out of 5 stars,Verified Purchase,"My daughter picked this shoe as her PE shoe for school and she's very happy with it.  I never order shoes without first trying them on at a local store.  That way, I know I'm getting the exact fit that I need."
1587555567-3167,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Adidas quality as expected,"Reviewed in the United States on December 15, 2019",4.0 out of 5 stars,Verified Purchase,Basic but very good
1587555567-140,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Casual shoe, nor tunning","Reviewed in the United States on December 15, 2018",3.0 out of 5 stars,Verified Purchase,"I bought this solely for use in the gym.  This is not a running shoe in any way shape or form...even the cheapest running shoes have an arch support and aren't supported by a thin layer of memory foam. Shoe is a bit wide.
I have an insert to provide support for my heel. I have a low arch, but there is no support at all in this shoe, compared to any ""real"" athletic shoe."
1587555567-471,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Want more,"Reviewed in the United States on March 12, 2020",5.0 out of 5 stars,Verified Purchase,Comfort was great  alot of walking? Perfect sneaker  color too cute  just enough arch  Im tall so dont like alot but support still great
1587555567-621,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable shoes.,"Reviewed in the United States on June 27, 2019",5.0 out of 5 stars,Verified Purchase,"Beautiful running shoes. I got a lot of comments about its design.  It's very comfortable, I've always been a fan of the Adidas cloudfoams."
1587555567-2809,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect,"Reviewed in the United States on March 15, 2019",5.0 out of 5 stars,Verified Purchase,Wife loved em
1587555567-1065,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Most comfortable shoe ever,"Reviewed in the United States on December 29, 2018",5.0 out of 5 stars,Verified Purchase,These sneakers are so comfortable and stylish at the same time.  I have gotten many compliments but most importantly I can work on my feet all day long and have no problems.
1587555567-1473,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on April 18, 2019",5.0 out of 5 stars,Verified Purchase,Quick delivery!! Good quality!! Looks good!! Granddaughter very happy with them!!
1587555567-2297,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Adidas Womens Sneaker,"Reviewed in the United States on January 27, 2020",5.0 out of 5 stars,Verified Purchase,"Love Adidas product, fit, style and color I wanted"
1587555567-2423,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Crap shoe,"Reviewed in the United States on February 19, 2020",1.0 out of 5 stars,Verified Purchase,Crap
1587555567-290,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,False advertising,"Reviewed in the United States on November 3, 2019",2.0 out of 5 stars,Verified Purchase,"I am so disappointed. I thought the name of these shoes immediately screamed comfort and after trying them on, they are just your average shoe. No support. No cushioned insole. False advertising. Sending them back."
1587555567-450,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable and cute,"Reviewed in the United States on August 7, 2019",5.0 out of 5 stars,Verified Purchase,"My second pair because I like them so much. Don’t have to tie them after the first time, you can just slip them on and off. Very comfortable shoes.  I have the black and gray also. Everyone keeps asking me where I got them!"
1587555567-89,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"So these shoes look really nice, but they do not work well if you ...","Reviewed in the United States on September 14, 2018",3.0 out of 5 stars,Verified Purchase,"So these shoes look really nice, but they do not work well if you are going for long walks or if you (as I bought them for) want to go running. They are terrible running shoes. The lack of arch support and thin padding makes it feel like you are running on a flat rock. Walked around in Vegas with them, and they were fine, but again because the lack of padding they feel like rocks after about an hour. Also the tread is almost gone on mine and I only bought them a few months ago. But I still wear them when I stand and cashier for eight hours a day, and they work just fine, and again they look nice and are easy to slip on and off."
1587555567-323,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,very comfortable,"Reviewed in the United States on January 31, 2020",5.0 out of 5 stars,Verified Purchase,"I bought these when I was pregnant to have something cute but comfy to wear and they are perfect! I hate big and bulky tennis shoes and these are no that at all, they are very very light"
1587555567-2658,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing! Light and comfortable!,"Reviewed in the United States on March 1, 2020",5.0 out of 5 stars,Verified Purchase,Amazing! So light and comfortable! Life them for daily errands.
1587555567-37,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Don’t Run in These.,"Reviewed in the United States on July 16, 2019",5.0 out of 5 stars,Verified Purchase,"Let’s be clear from the onset: these are not running shoes. If you’re running across the street to your car, or running for the ice cream truck, then ok. These are ultra thin, cheaply made clouds for your feet. Excellent to tool around in. It’s barefoot-without-wanting-to-end-a-life-from-stepping-on-Legos support, which means none. Zero. Don’t pay more than $40-$50 for these, because you’ll be replacing them in six months. DO buy a pair in every color when you find them on sale because there isn’t a stinker in the bunch. They’re that cute. You can adjust the shoe with the laces even though these are slip-ons. I’d recommend if under $45."
1587555567-1347,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on January 2, 2020",5.0 out of 5 stars,Verified Purchase,"I bought these shoes for my wife because she wanted comfortable shoes to wear during her 3rd trimester. And, she loved them. She still wears them now for walking."
1587555567-734,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Order half size too small,"Reviewed in the United States on October 25, 2018",4.0 out of 5 stars,Verified Purchase,I usually wear 6 1/2 but when i read the reviews i decided to order 6 and they fit perfectly. They are the most comfortable tennis shoes i have ever worn and i really love them. I took off one star because I have only had them for about a week so i am not sure how these shoes hold up long term but i love them now!
1587555567-3471,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Size down half size, somewhat comfy & lightweight","Reviewed in the United States on September 4, 2019",4.0 out of 5 stars,null,"They are very lightweight and feel soft and comfortable at first, but after walking in them for 10 minutes I started to feel the ball of my foot rubbing. The padding seems very thin on the ball, however my heel felt great! For me, they run a half size too big. I usually where an 8, but really think I needed a 7.5. I didn't realize this until I really started to exercise in them though, so I'm assuming I can't return them now! They are really cute, but I would not recommend for long walks."
1587555567-3439,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on August 11, 2018",5.0 out of 5 stars,Verified Purchase,Very light and comfortable shoes! I love it!
1587555567-360,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super light.,"Reviewed in the United States on January 13, 2020",4.0 out of 5 stars,Verified Purchase,Super light weight for running. But the laces are more for show I wasn’t able to make the shoe tighter on my foot. They slid on and off fairly easy so I need to wear thicker socks with them.  True to size.
1587555567-3069,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Excellent shoes,"Reviewed in the United States on December 29, 2019",5.0 out of 5 stars,Verified Purchase,Super comfy and light weight!
1587555567-310,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great buy! Very comfortable,"Reviewed in the United States on March 5, 2020",5.0 out of 5 stars,Verified Purchase,"I wore these out as soon as they came and walked for about 3 miles that day! No pain, no blisters, very lightweight and comfortable. Also very cute and fit sung. Definitely going to get more!"
1587555567-1775,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice shoes,"Reviewed in the United States on January 6, 2019",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587555567-1045,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Must Buy!,"Reviewed in the United States on July 6, 2019",5.0 out of 5 stars,Verified Purchase,"Super comfortable and love the look! I am usually an 11 in Nike but these felt a little bigger so I wish I got a 10. Other than that, great purchase!!!"
1587555567-985,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very cute!,"Reviewed in the United States on December 29, 2019",5.0 out of 5 stars,Verified Purchase,"Cute and comfortable! I have them in 2 colors. One pair I wear in the hospital all day (12 hr shifts!) and my feet don't hurt. The other I wear to the gym. I get a lot of compliments on them, especially the pink/mauve ones."
1587555567-981,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very narrow,"Reviewed in the United States on December 28, 2019",3.0 out of 5 stars,Verified Purchase,Way to small runs very small and narrow
1587555567-3354,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit and comfortable,"Reviewed in the United States on July 12, 2019",5.0 out of 5 stars,Verified Purchase,Easy to wear
1587555567-322,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice sneaker,"Reviewed in the United States on May 12, 2019",4.0 out of 5 stars,Verified Purchase,"Comfy, slide in and out without tying. Super light, wouldn't be great for high impact exercise, but comfy daily sneaker."
1587555567-2339,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bad quality,"Reviewed in the United States on March 3, 2020",1.0 out of 5 stars,Verified Purchase,I am extremely disappointed with these shoes.  My daughter had them less than a month before she had a hole in toe...
1587555567-1145,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these,"Reviewed in the United States on June 26, 2019",5.0 out of 5 stars,Verified Purchase,Love these so much I bought another pair in a different color
1587555567-3176,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,COMFORT IS KEY,"Reviewed in the United States on February 20, 2019",5.0 out of 5 stars,Verified Purchase,I honestly am obsessed with these shoes! They are beyond supportive and feel like air!
1587555567-990,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So cute!!,"Reviewed in the United States on December 27, 2019",5.0 out of 5 stars,Verified Purchase,Gift for my daughter and she loves them!!
1587555567-1940,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,A little wide,"Reviewed in the United States on October 17, 2018",3.0 out of 5 stars,Verified Purchase,"Is you are looking for a shoe to train with, they are not snug they are a wide fit. So is not very stable. Otherwise super comfy for street wear."
1587555567-88,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Don’t buy your feet will hate you,"Reviewed in the United States on March 20, 2019",1.0 out of 5 stars,Verified Purchase,"Very small, uncomfortable, hard to got on, regret buying them"
1587555567-3248,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,shoes,"Reviewed in the United States on August 29, 2019",5.0 out of 5 stars,Verified Purchase,really comfortable
1587555567-1984,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Not supportive, but cute; like my spouse","Reviewed in the United States on June 21, 2019",3.0 out of 5 stars,Verified Purchase,"No support, very thin bottoms
I can like feel the shape of rocks as I run
But they cute and fine for low impact walking"
1587555567-204,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable but not 100% what was expected,"Reviewed in the United States on June 13, 2018",4.0 out of 5 stars,Verified Purchase,"I have had foot surgery (navicular bone) a few years ago and have a tough time finding shoes that are supportive and still appropriate to wear to work. While I do like how “fluffy” and cushioned these shoes are, it does not seem like the sole is wide enough. I have never been the one to need wide shoes, which is why this surprised me so much. Nonetheless, these shoes are still comfortable and do their job. I do not need to lace them up constantly; they are easy to slip on and off which is quite convenient."
1587555567-1027,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Walking on a cloud,"Reviewed in the United States on January 12, 2020",5.0 out of 5 stars,Verified Purchase,Very soft and lightweight
1587555567-1339,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Awesome,"Reviewed in the United States on January 25, 2020",5.0 out of 5 stars,Verified Purchase,The sneakers feel great when I walk. Cushion and fabric are amazing.
1587555567-2837,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sooooo Comfy,"Reviewed in the United States on June 27, 2019",5.0 out of 5 stars,Verified Purchase,Love love these shoes they fit great light weight and so comfy I will buy them again!
1587555567-775,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,These fit great!,"Reviewed in the United States on February 16, 2020",5.0 out of 5 stars,Verified Purchase,"I love these shoes! These Adidas fit and feel great! I got the grey, next time these go on sale, I'm definitely buying more colors!"
1587555567-53,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not knockoffs!,"Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,"These were the same exact price on the Adidas web site the day I ordered, so I decided to order both to determine whether the reviews stating they may be fakes were true. I can confidently say that these are not knockoffs. Every minor detail, from the box, to the tag, to the shoe itself, is identical. Even the paper inside the box is the same (imprinted with Adidas logo). Shoe construction is the same, the memory foam insert feels the same to the touch and also when tried on. Knockoffs always cut corners somewhere, whether it be the material, construction, or packing materials (box and paper), and there are no corners cut here. The only slight difference I was able to discern was that the ones from Adidas have a slightly harder and more bright white sole, but the Adidas pair is a year newer per the copyright on the bottom of the box, so it makes sense that the company may have updated the sole slightly to make it more durable from last year’s model.

In my pictures, the Adidas pair is on the left and the Amazon pair is on the right.

Sizing: I am a solid 8.5 with a more narrow foot. Because I have read that Adidas run large, I bought these in an 8. They are not long enough, and they are also not nearly as wide as my Adidas PureBoost sneakers. They are a more narrow cut and fit true to size. Unfortunately, Amazon is currently sold out of 8.5, so I had to return these. I could tell by trying them on that they are VERY comfy, so I will be buying my correct size in the future!"
1587555567-903,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,comfy,"Reviewed in the United States on April 15, 2020",4.0 out of 5 stars,Verified Purchase,I really like the shoe but its not for every day work. This shoe works best for me as a casual shoe since work is more on the go. Fits great and was true to size. Thinking about getting another pair before I can not find them anymore.
1587555567-229,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Buy these!,"Reviewed in the United States on September 16, 2019",5.0 out of 5 stars,Verified Purchase,"I took a chance on the reviewers and went a size down in these and they fit perfect! My normal size would definitely have been too big. Another plus is that they are so cute and slimming! They don't make my size 10 feet look bulky at all. Don't hesitate, buy these!"
1587555567-2024,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love!!!,"Reviewed in the United States on April 12, 2019",5.0 out of 5 stars,Verified Purchase,Absolutely adore these! The style/design is so cute!
1587555567-95,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Insole hot spots,"Reviewed in the United States on March 11, 2019",3.0 out of 5 stars,Verified Purchase,"The style of this shoe is super cute. However, the cloudfoam insole is at least 1/4 inch smaller than the inside of the shoe. Immediately I noticed ""hot spots"" on my toes where they were hanging off the edge of the insole. I bought these for a Disney World trip and need something super comfortable without weird ridges on the toes. They'd be fine for a fashion sneaker, but wouldn't work for lots of walking or running."
1587555567-1952,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on August 10, 2018",5.0 out of 5 stars,Verified Purchase,This shoe is so comfortable!
1587555567-1247,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Great shoe, run a little large.","Reviewed in the United States on April 11, 2019",5.0 out of 5 stars,Verified Purchase,A bit larger than normal for my other adidas. But really soft and comfortable.  Very nice colors.
1587555567-3198,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on March 4, 2020",5.0 out of 5 stars,Verified Purchase,Love them!
1587555567-2507,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best tennis shoes I've owned,"Reviewed in the United States on October 7, 2018",5.0 out of 5 stars,Verified Purchase,"Love these shoes, light and very comfortable. And love the color."
